timestamp,temperature,humidity,pressure
2024-01-01 00:00:00,26.69653443078873,60.841823194233584,996.5089394081978
2024-01-01 00:01:00,27.82830407713292,71.56637284796183,1010.9056630032914
2024-01-01 00:02:00,25.662412190380984,63.180695521386724,1020.0578143623941
2024-01-01 00:03:00,27.22356423375278,54.4393089260555,1014.3907323626947
2024-01-01 00:04:00,24.56144503381765,50.93605638891728,1005.7352765579423
2024-01-01 00:05:00,22.15276338377728,57.98126551459437,1018.9654960340768
2024-01-01 00:06:00,25.256866508741467,58.06924203121502,1019.5463395224632
2024-01-01 00:07:00,24.886749923110276,64.66397260452048,1015.1148771589391
2024-01-01 00:08:00,25.82737433523952,58.31070050710199,1014.6881565380774
2024-01-01 00:09:00,24.320863140469005,61.24749914418778,1020.7522859588164
2024-01-01 00:10:00,24.17823725802996,58.54250933709885,1025.4833178616436
2024-01-01 00:11:00,22.05533819854483,58.84865914319794,1004.8237643196734
2024-01-01 00:12:00,23.102137714803348,60.77229753688116,998.1820350082376
2024-01-01 00:13:00,23.041224223576396,45.57775631074239,1018.6933323692108
2024-01-01 00:14:00,27.05595179343861,62.585164445762366,1012.2436140123326
2024-01-01 00:15:00,24.493348299455473,56.27504132348822,1014.7304714032076
2024-01-01 00:16:00,27.774886272560714,56.939942986962784,993.4100324482667
2024-01-01 00:17:00,28.598675692296837,53.47500954483332,1004.3839793259962
2024-01-01 00:18:00,29.05812873468539,70.79758737094083,1012.4320708434262
2024-01-01 00:19:00,26.708892707596963,51.89205279544821,1000.5290823758812
2024-01-01 00:20:00,25.883126789957583,59.36669477132118,1010.6248025637719
2024-01-01 00:21:00,24.79827484293669,68.4620356150723,1012.6722010537856
2024-01-01 00:22:00,26.415258326153584,56.46282580743276,1017.6890850662119
2024-01-01 00:23:00,24.402254784871584,68.58719675011278,1031.9954717410906
2024-01-01 00:24:00,22.033443080355614,55.246521272357136,1018.551230541
2024-01-01 00:25:00,26.79888030086402,55.1418055926762,1028.0771305735045
2024-01-01 00:26:00,22.420919582014676,54.613577696493095,1004.4652428514323
2024-01-01 00:27:00,25.601447216051618,56.82423599970475,1018.4633445032489
2024-01-01 00:28:00,23.732897831264722,56.743356594373,1019.2982398340912
2024-01-01 00:29:00,26.44569016306405,63.07921244491559,1017.7236731196672
2024-01-01 00:30:00,25.508611369896308,64.36723961510408,992.21218800466
2024-01-01 00:31:00,22.045455750769868,66.47493071269236,1017.5467668819382
2024-01-01 00:32:00,27.64980513349749,56.83196191577133,1023.2321437298099
2024-01-01 00:33:00,23.284356326279198,68.59224903469726,1016.5544952841941
2024-01-01 00:34:00,23.14721956573132,56.191974086394616,1022.4672895032621
2024-01-01 00:35:00,25.678091761435226,63.6132088881661,1014.0053984333346
2024-01-01 00:36:00,23.914074531079297,51.46472800069891,1002.3532681236276
2024-01-01 00:37:00,23.295938791075226,56.353153221621206,1023.6801374977292
2024-01-01 00:38:00,24.26571886044384,63.389867555567655,1015.6007062446421
2024-01-01 00:39:00,25.168232175483027,62.008724118660126,1014.5285477018585
2024-01-01 00:40:00,24.89877188054194,49.867809617048096,1009.7880415164842
2024-01-01 00:41:00,22.653399969540782,61.80446192074932,1012.0950042374473
2024-01-01 00:42:00,26.034882696855053,67.07371100765313,1006.3084020414398
2024-01-01 00:43:00,25.226826168820725,55.00325680701058,1023.5437823852835
2024-01-01 00:44:00,25.056177263708108,61.02452920542889,1005.8286966965937
2024-01-01 00:45:00,22.789148305567526,60.19334693968298,1027.3050710595269
2024-01-01 00:46:00,25.400833377299143,62.09083723451757,1003.140359430871
2024-01-01 00:47:00,23.857773351300295,58.32938187767528,1002.331717927155
2024-01-01 00:48:00,24.998514120277704,61.282735877759755,1018.0491648755728
2024-01-01 00:49:00,25.98346509776055,49.17133806487144,1006.9451122383433
2024-01-01 00:50:00,28.30106078331201,58.666949694820325,1005.8272242018804
2024-01-01 00:51:00,24.944615139053514,60.97160735477626,997.5001065760455
